LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Label,Track index,Track ID,Number of spots in track,Number of gaps,Number of split events,Number of merge events,Number of complex points,Longest gap,Track duration,Track start,Track stop,Track displacement,Track mean X,Track mean Y,Track mean Z,Track mean speed,Track max speed,Track min speed,Track median speed,Track std speed,Track mean quality,Total distance traveled,Max distance traveled,Confinement ratio,Mean straight line speed,Linearity of forward progression,Mean directional change rate
Label,Index,ID,N spots,N gaps,N splits,N merges,N complex,Lgst gap,Duration,Track start,Track stop,Track disp.,Track X,Track Y,Track Z,Mean sp.,Max speed,Min speed,Med. speed,Std speed,Mean Q,Total dist.,Max dist.,Cfn. ratio,Mn. v. line,Fwd. progr.,Mn. ? rate
,,,,,,,,,(sec),(sec),(sec),(micron),(micron),(micron),(micron),(micron/sec),(micron/sec),(micron/sec),(micron/sec),(micron/sec),(quality),(micron),(micron),,(micron/sec),,(rad/sec)
Track_3,2,3,79,0,0,0,0,0,118.54599999999999,0.0,118.54599999999999,0.48061690463274925,210.19140441728575,119.65090311141047,0.0,0.08971183503354063,0.3370276225976175,0.009168215496144485,0.08376314390874981,0.06404899044002922,738.1772151898734,10.634979195886107,0.5239868691472566,0.04519208695948034,0.004054265050130323,0.04519208695948034,1.3634614113527748
Track_5,4,5,79,0,0,0,0,0,118.54599999999999,0.0,118.54599999999999,0.6733012586539879,321.0231288340672,181.56160156353175,0.0,0.035782379466505684,0.07621768657694931,0.0014691184905836787,0.03769028383200924,0.019328674074807616,972.4050632911392,4.241857956236382,0.7760200481861491,0.15872791253278531,0.005679662398174447,0.1587279125327853,1.2559062395687386
Track_9,7,9,79,0,0,0,0,0,118.54599999999999,0.0,118.54599999999999,12.467831038110084,28.75122329173582,162.76249797663223,0.0,0.18809987837040143,0.8321420282741904,0.009119716411072318,0.13302560238428363,0.15862000815138472,846.5949367088608,22.298488181297614,12.467831038110084,0.5591334684549248,0.10517293740919209,0.5591334684549251,0.7722698531471867
Track_10,8,10,79,0,0,0,0,0,118.54599999999999,0.0,118.54599999999999,1.509294534744912,135.82516650283026,110.51963598321682,0.0,0.09269795418996672,0.38634955810097854,0.012988363992001305,0.08670975649534995,0.05907458842730214,998.0632911392405,10.988971677403796,1.798646100862616,0.13734629399841086,0.012731720469226394,0.1373462939984109,0.7655983973877354
Track_13,11,13,55,0,0,0,0,0,82.0703076923077,36.475692307692306,118.54599999999999,10.196729128574516,76.42279710719706,29.164951204643984,0.0,0.2646421266345504,0.9904862337386247,0.015678888432616583,0.18209430563403772,0.23204682985614117,749.6727272727272,21.719260761244218,10.196729128574516,0.46947864573593256,0.12424382721706595,0.4694786457359328,0.6778469752737839
Track_14,12,14,43,2,0,0,0,1,66.87210256410256,44.074794871794865,110.94689743589743,2.4948224942344823,293.6223697453131,129.16689318805606,0.0,0.14226275427689508,0.5994676902966696,0.006918828948090735,0.08231323263169572,0.13632037978480988,804.3953488372093,9.170474940167734,3.418498398390366,0.2720494315192851,0.03730737330777037,0.26224273174942647,0.6721591497979771
Track_67,18,67,2,0,0,0,0,0,1.519820512820516,115.50635897435896,117.02617948717948,0.06800843729153935,291.4232793283212,138.83524194353328,0.0,0.04474767692490728,0.04474767692490728,0.04474767692490728,0.04474767692490728,NaN,710.5,0.06800843729153935,0.06800843729153935,1.0,0.04474767692490728,1.0,0.01715500326314645
Track_68,19,68,7,6,0,0,0,21,118.54599999999999,0.0,118.54599999999999,7.203811491148283,285.42589285714286,207.16017857142856,0.0,0.07128595160500509,0.1261113829230843,0.025222276584618935,0.07251264641636297,0.03782991605596169,-1.0,8.626344435030626,7.203811491148283,0.8350943491074162,0.06076806886059659,0.8524550418757401,0.07746481723532023
Track_69,20,69,8,7,0,0,0,24,118.54599999999999,0.0,118.54599999999999,8.294362543318204,42.348749999999995,50.413124999999994,0.0,0.14840735999139648,0.26144806477378735,0.06915136884544316,0.14187530578846985,0.058047684846012804,-1.0,15.376206925886471,8.294362543318204,0.5394283898036197,0.06996746025440086,0.4714554605543622,0.10585380529239245
Track_71,21,71,7,6,0,0,0,17,118.54599999999999,0.0,118.54599999999999,6.50944698111906,119.28375000000001,44.960892857142845,0.0,0.11068075109366461,0.2181413743590517,0.03783341487692529,0.1222310326792971,0.07450626927135665,-1.0,13.897093206276772,8.34443676948899,0.4684034916149946,0.05491072647848987,0.4961181229428156,0.0752593692232845
Track_72,22,72,6,5,0,0,0,24,118.54599999999999,0.0,118.54599999999999,1.2439151900350742,68.79875,11.528749999999997,0.0,0.07523516250949823,0.16051358528950752,0.0256821736463212,0.05639872499050453,0.05424533653050441,-1.0,6.846336967187815,2.314330356712276,0.18169061733255906,0.010493101328050498,0.13947070728697866,0.09741400790230124
